id,ident,type,name,Latitude,Longitude,elevation_ft,continent,iso_country,State,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,,,,
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,NA,US,US-FL,Orlando,yes,KMCO,MCO,MCO,http://www.orlandoairports.net/,https://en.wikipedia.org/wiki/Orlando_International_Airport,"Disney World,Epcot Center",,28.42958,-81.308235,0.99,rooftop,9552,Jeff Fuqua Blvd,,,Orlando,FL,Orange County,32827,US,Orange County,2019,12,12095,Orlando,1253000,16802,1160,1,1.2095E+14,"Orlando-Kissimmee-Sanford, FL",36740,metropolitan,"Orlando-Lakeland-Deltona, FL",422,,,,,,
3685,KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,NA,US,US-FL,Miami,yes,KMIA,MIA,MIA,http://www.miami-airport.com/,https://en.wikipedia.org/wiki/Miami_International_Airport,"MFW, South Florida",,25.785598,-80.288572,0.93,nearest_street,5461,Perimeter Rd,,,Miami,FL,Miami-Dade County,33126,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12086,,,980500,,,12086980500,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"Miami-Miami Beach-Kendall, FL",33124,,,,
3693,KMLB,medium_airport,Melbourne International Airport,28.10280037,-80.64530182,33,NA,US,US-FL,Melbourne,yes,KMLB,MLB,MLB,,https://en.wikipedia.org/wiki/Melbourne_International_Airport,,,28.097612,-80.643439,0.94,nearest_street,1526,Tower Access Rd,,,Melbourne,FL,Brevard County,32901,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12009,Melbourne,1243975,64700,2002,2,1.20091E+14,"Palm Bay-Melbourne-Titusville, FL",37340,metropolitan,,,,,,,,
20564,KMTH,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,5,NA,US,US-FL,Marathon,no,KMTH,MTH,MTH,http://marathonga.com/,https://en.wikipedia.org/wiki/Florida_Keys_Marathon_Airport,,,24.724672,-81.050582,1,nearest_street,,US 1,,,Marathon,FL,Monroe County,33050,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12087,Marathon,1243000,971100,2049,2,1.2088E+14,"Key West, FL",28580,micropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,,,,,,
20634,KNDZ,medium_airport,Whiting Field Naval Air Station South Airport,30.70439911,-87.02300262,177,NA,US,US-FL,Milton,no,KNDZ,,NDZ,,,,,30.705116,-87.023013,0.99,rooftop,7449,Lexington Cir,,,Milton,FL,Santa Rosa County,32570,US,Statewide2,2019,12,12113,,,10400,2033,2,1.2113E+14,"Pensacola-Ferry Pass-Brent, FL",37860,metropolitan,"Pensacola-Ferry Pass, FL-AL",426,,,,,,
3730,KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,21,NA,US,US-FL,Jacksonville,no,KNIP,NIP,NIP,,https://en.wikipedia.org/wiki/Naval_Air_Station_Jacksonville,,,30.244246,-81.681697,0.92,nearest_street,3500,Timuquana Rd,,,Jacksonville,FL,Duval County,32210,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12031,Jacksonville,1235000,13200,1006,1,1.2031E+14,"Jacksonville, FL",27260,metropolitan,"Jacksonville-St. Marys-Palatka, FL-GA",300,,,,,,
3735,KNPA,medium_airport,Pensacola Naval Air Station/Forrest Sherman Field,30.35269928,-87.31860352,28,NA,US,US-FL,Pensacola,no,KNPA,NPA,NPA,http://www.cnic.navy.mil/regions/cnrse/installations/nas_pensacola.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Pensacola,"NAS, KNAS",,30.352699,-87.318604,0.83,nearest_place,,,,,Pensacola,FL,Escambia County,32508,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12033,,,2400,1023,1,1.2033E+14,"Pensacola-Ferry Pass-Brent, FL",37860,metropolitan,"Pensacola-Ferry Pass, FL-AL",426,,,,,,
3738,KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,6,NA,US,US-FL,Key West,no,KNQX,NQX,NQX,http://www.cnic.navy.mil/regions/cnrse/installations/nas_key_west.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Key_West,,,24.582045,-81.689797,0.93,nearest_street,607,Saratoga Ave,,,Key West,FL,Monroe County,33040,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12087,,,971700,2082,2,1.2088E+14,"Key West, FL",28580,micropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,,,,,,
20652,KNRB,medium_airport,Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,15,NA,US,US-FL,Mayport,no,KNRB,NRB,NRB,http://www.cnic.navy.mil/regions/cnrse/installations/ns_mayport.html,https://en.wikipedia.org/wiki/Naval_Station_Mayport,,,30.392319,-81.426615,0.96,nearest_street,1210,Broad St,,,Atlantic Beach,FL,Duval County,32233,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12031,Jacksonville,1235000,13800,3002,3,1.2031E+14,"Jacksonville, FL",27260,metropolitan,"Jacksonville-St. Marys-Palatka, FL-GA",300,,,,,,
20656,KNSE,medium_airport,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,199,NA,US,US-FL,Milton,no,KNSE,NSE,NSE,,https://en.wikipedia.org/wiki/Naval_Air_Station_Whiting_Field_%E2%80%93_North,,,30.716362,-87.018005,0.92,nearest_street,7202,Uss Hornet St,,,Milton,FL,Santa Rosa County,32570,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12113,,,10400,,,12113010400,"Pensacola-Ferry Pass-Brent, FL",37860,metropolitan,"Pensacola-Ferry Pass, FL-AL",426,,,,,,
20757,KOPF,medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,8,NA,US,US-FL,Miami,no,KOPF,OPF,OPF,http://www.miami-airport.com/html/opalocka.html,https://en.wikipedia.org/wiki/Miami-Opa_Locka_Executive_Airport,,,25.907466,-80.272263,0.94,nearest_street,14798,NW 44th Ave,,,Opa-Locka,FL,Miami-Dade County,33054,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12086,Opa-locka,1251650,980800,1012,1,1.2087E+14,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"Miami-Miami Beach-Kendall, FL",33124,,,,
3765,KPAM,large_airport,Tyndall Air Force Base,30.06959915,-85.57540131,17,NA,US,US-FL,Panama City,no,KPAM,PAM,PAM,http://www.tyndall.af.mil/,https://en.wikipedia.org/wiki/Tyndall_Air_Force_Base,,,30.069282,-85.574311,0.99,rooftop,46,Pam Blvd,,,Panama City,FL,Bay County,32403,US,Bay County,2019,12,12005,Tyndall AFB,1272875,700,1091,1,1.2005E+14,"Panama City, FL",37460,metropolitan,,,,,,,,
3766,KPBI,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,19,NA,US,US-FL,West Palm Beach,yes,KPBI,PBI,PBI,,https://en.wikipedia.org/wiki/Palm_Beach_International_Airport,"MFW, South Florida",,26.677328,-80.09557,1,nearest_street,3474,US Hwy 98,,,West Palm Beach,FL,Palm Beach County,33406,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12099,,,,,,12099,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"West Palm Beach-Boca Raton-Boynton Beach, FL",48424,,,,
3775,KPIE,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,NA,US,US-FL,St Petersburg-Clearwater,yes,KPIE,PIE,PIE,,https://en.wikipedia.org/wiki/St._Petersburg-Clearwater_International_Airport,,,27.906378,-82.691221,0.94,nearest_street,4200,Airport Parkway Dr,,,Clearwater,FL,Pinellas County,33762,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12103,Feather Sound,1221945,24509,,,12103024509,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,,,,,,,,
3783,KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,121,NA,US,US-FL,Pensacola,yes,KPNS,PNS,PNS,http://www.flypensacola.com/,https://en.wikipedia.org/wiki/Pensacola_Regional_Airport,,,30.472236,-87.18561,0.98,rooftop,2430,Airport Blvd,,,Pensacola,FL,Escambia County,32504,US,MapWise (and individual Florida counties),2019,12,12033,Pensacola,1255925,1101,2020,2,1.2033E+14,"Pensacola-Ferry Pass-Brent, FL",37860,metropolitan,"Pensacola-Ferry Pass, FL-AL",426,,,,,,
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,NA,US,US-FL,Fort Myers,yes,KRSW,RSW,RSW,http://www.flylcpa.com/,https://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,,,26.526818,-81.758442,0.92,nearest_street,11098,Terminal Access Rd,,,Fort Myers,FL,Lee County,33913,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12071,,,980000,1036,1,1.2072E+14,"Cape Coral-Fort Myers, FL",15980,metropolitan,"Cape Coral-Fort Myers-Naples, FL",163,,,,,,
3876,KSFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,NA,US,US-FL,Orlando,yes,KSFB,SFB,SFB,,https://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,,,28.771537,-81.241943,0.93,nearest_street,2351,E Airport Blvd,,,Sanford,FL,Seminole County,32773,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12117,Sanford,1263650,21000,1057,1,1.2117E+14,"Orlando-Kissimmee-Sanford, FL",36740,metropolitan,"Orlando-Lakeland-Deltona, FL",422,,,,,,
21061,KSGJ,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,10,NA,US,US-FL,St Augustine,yes,KSGJ,UST,SGJ,http://www.flynf.com/,https://en.wikipedia.org/wiki/St._Augustine_Airport,"St Augustine Airport, NAAS St. Augustine",,29.956541,-81.344883,1,nearest_street,5001,US Hwy 1 N,,,Saint Augustine,FL,St. Johns County,32095,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12109,,,20901,2097,2,1.2109E+14,"Jacksonville, FL",27260,metropolitan,"Jacksonville-St. Marys-Palatka, FL-GA",300,,,,,,
3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.39539909,-82.55439758,30,NA,US,US-FL,Sarasota/Bradenton,yes,KSRQ,SRQ,SRQ,,https://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,,,27.3972,-82.546773,1,nearest_street,8226,US Hwy 41,,,Sarasota,FL,Manatee County,34243,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12081,,,902,4011,4,1.2081E+14,"North Port-Sarasota-Bradenton, FL",35840,metropolitan,"North Port-Sarasota, FL",412,,,,,,
3923,KTIX,medium_airport,Space Coast Regional Airport,28.51479912,-80.79920197,34,NA,US,US-FL,Titusville,no,KTIX,TIX,TIX,,https://en.wikipedia.org/wiki/Space_Coast_Regional_Airport,,,28.508949,-80.799647,0.94,nearest_street,7081,Center Ln,,,Titusville,FL,Brevard County,32780,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12009,Titusville,1271900,61202,3029,3,1.20091E+14,"Palm Bay-Melbourne-Titusville, FL",37340,metropolitan,,,,,,,,
3924,KTLH,large_airport,Tallahassee Regional Airport,30.39649963,-84.35030365,81,NA,US,US-FL,Tallahassee,yes,KTLH,TLH,TLH,,https://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,,,30.396555,-84.350184,1,rooftop,3290,Capital Cir SW,,,Tallahassee,FL,Leon County,32310,US,Leon,2019,12,12073,Tallahassee,1270600,2701,2020,2,1.2073E+14,"Tallahassee, FL",45220,metropolitan,,,,,,,,
21204,KTMB,medium_airport,Miami Executive Airport,25.6479,-80.4328,8,NA,US,US-FL,Miami,no,KTMB,TMB,TMB,http://www.miami-airport.com/kendall_tamiami.asp,https://en.wikipedia.org/wiki/Miami_Executive_Airport,Kendall-Tamiami Executive Airport,,25.64826,-80.432893,0.99,rooftop,14739,SW 128th St,,,Miami,FL,Miami-Dade County,33196,US,Miami-Dade County,2019,12,12086,,,980200,1000,1,1.2087E+14,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"Miami-Miami Beach-Kendall, FL",33124,,,,
3926,KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,NA,US,US-FL,Tampa,yes,KTPA,TPA,TPA,,https://en.wikipedia.org/wiki/Tampa_International_Airport,,,27.976108,-82.532171,0.98,rooftop,4001,Bessie Coleman Blvd,,,Tampa,FL,Hillsborough County,33607,US,Hillsborough County,2019,12,12057,Tampa,1271000,980600,1000,1,1.2058E+14,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,,,,,,,,
21230,KTTS,medium_airport,Nasa Shuttle Landing Facility Airport,28.61499977,-80.69450378,10,NA,US,US-FL,Titusville,no,KTTS,,TTS,,https://en.wikipedia.org/wiki/Shuttle_Landing_Facility,,,28.615,-80.694504,0.07,nearest_place,,,,,Titusville,FL,Brevard County,32785,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12009,,,69901,3062,3,1.20091E+14,"Palm Bay-Melbourne-Titusville, FL",37340,metropolitan,,,,,,,,
3948,KVPS,large_airport,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,NA,US,US-FL,Valparaiso,yes,KVPS,VPS,VPS,http://www.flyvps.com/,https://en.wikipedia.org/wiki/Destin%E2%80%93Fort_Walton_Beach_Airport,Eglin AFB,,30.474304,-86.528955,0.92,nearest_street,1,State Hwy 397,,,Eglin Afb,FL,Okaloosa County,32542,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12091,Eglin AFB,1220050,21400,1000,1,1.2091E+14,"Crestview-Fort Walton Beach-Destin, FL",18880,metropolitan,,,,,,,,
3950,KVRB,medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,24,NA,US,US-FL,Vero Beach,no,KVRB,VRB,VRB,http://verobeachairport.org/,https://en.wikipedia.org/wiki/Vero_Beach_Municipal_Airport,Vero Beach Municipal,,27.651548,-80.419726,0.95,nearest_street,3357,Cherokee Rd,,,Vero Beach,FL,Indian River County,32960,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12061,Vero Beach,1274150,980000,1006,1,1.2062E+14,"Sebastian-Vero Beach, FL",42680,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,,,,,,
3956,KXMR,medium_airport,Cape Canaveral AFS Skid Strip,28.46759987,-80.56659698,10,NA,US,US-FL,Cocoa Beach,no,KXMR,,XMR,,https://en.wikipedia.org/wiki/Cape_Canaveral_AFS_Skid_Strip,,,28.4676,-80.566597,0.09,nearest_place,,,,,Cape Canaveral,FL,Brevard County,32920,US,TIGER/Line® dataset from the US Census Bureau,2019,12,12009,,,980000,1027,1,1.201E+14,"Palm Bay-Melbourne-Titusville, FL",37340,metropolitan,,,,,,,,
3359,KABY,medium_airport,Southwest Georgia Regional Airport,31.53549957,-84.19450378,197,NA,US,US-GA,Albany,yes,KABY,ABY,ABY,,https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport,,,31.53961,-84.194662,0.95,nearest_street,2450,Tower Ln,,,Albany,GA,Dougherty County,31721,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13095,Albany,1301052,10500,1018,1,1.3095E+14,"Albany, GA",10500,metropolitan,,,,,,,,
3368,KAGS,large_airport,Augusta Regional At Bush Field,33.36989975,-81.96450043,144,NA,US,US-GA,Augusta,yes,KAGS,AGS,AGS,,https://en.wikipedia.org/wiki/Augusta_Regional_Airport,,,33.374891,-81.961019,0.94,nearest_street,2017,Lock And Dam Rd,,,Augusta,GA,Richmond County,30906,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13245,Augusta-Richmond County consolidated government (balance),1304204,10600,4133,4,1.3245E+14,"Augusta-Richmond County, GA-SC",12260,metropolitan,,,,,,,,
3369,KAHN,medium_airport,Athens Ben Epps Airport,33.94860077,-83.32630157,808,NA,US,US-GA,Athens,yes,KAHN,AHN,AHN,,https://en.wikipedia.org/wiki/Athens-Ben_Epps_Airport,,,33.950807,-83.329027,0.95,nearest_street,298,Howard B Stroud Dr,,,Athens,GA,Clarke County,30605,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13059,Athens-Clarke County unified government (balance),1303440,140500,1045,1,1.30591E+14,"Athens-Clarke County, GA",12020,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,NA,US,US-GA,Atlanta,yes,KATL,ATL,ATL,http://www.atlanta-airport.com/,https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport,,,33.627172,-84.418834,1,nearest_street,,I 285,,,Atlanta,GA,Clayton County,30349,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13063,,,980000,1087,1,1.3064E+14,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
3424,KBQK,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,26,NA,US,US-GA,Brunswick,yes,KBQK,BQK,BQK,,https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport,,,31.252136,-81.467,0.93,nearest_street,4400,Glynco Pkwy,,,Brunswick,GA,Glynn County,31525,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13127,,,404,3067,3,1.3127E+14,"Brunswick, GA",15260,metropolitan,,,,,,,,
3468,KCSG,medium_airport,Columbus Metropolitan Airport,32.5163002,-84.93890381,397,NA,US,US-GA,Columbus,yes,KCSG,CSG,CSG,,https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport,,,32.51928,-84.938045,0.95,nearest_street,5100,Mariner Dr,,,Columbus,GA,Muscogee County,31909,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13215,Columbus,1319000,,,,13215,"Columbus, GA-AL",17980,metropolitan,"Columbus-Auburn-Opelika, GA-AL",194,,,,,,
19644,KDNL,medium_airport,Daniel Field,33.46649933,-82.03939819,423,NA,US,US-GA,Augusta,no,KDNL,DNL,DNL,http://www.augustaga.gov/index.aspx?NID=486,https://en.wikipedia.org/wiki/Daniel_Field,,,33.469656,-82.038831,0.95,nearest_street,3000,Wrightsboro Rd,,,Augusta,GA,Richmond County,30909,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13245,Augusta-Richmond County consolidated government (balance),1304204,1601,1007,1,1.3245E+14,"Augusta-Richmond County, GA-SC",12260,metropolitan,,,,,,,,
3546,KFTY,medium_airport,Fulton County Airport Brown Field,33.77909851,-84.52140045,841,NA,US,US-GA,Atlanta,no,KFTY,FTY,FTY,http://www.fultoncountyga.gov/component/content/article/223-general-services/2098-fulton-county-airport-brown-field,https://en.wikipedia.org/wiki/Fulton_County_Airport_(Georgia),,,33.777498,-84.518929,0.96,nearest_street,3940,Aero Dr NW,,,Atlanta,GA,Fulton County,30336,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13121,,,8202,4004,4,1.3121E+14,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
3655,KLSF,medium_airport,Lawson Army Air Field (Fort Benning),32.33729935,-84.99130249,232,NA,US,US-GA,Fort Benning(Columbus),no,KLSF,LSF,LSF,,https://en.wikipedia.org/wiki/Lawson_Army_Airfield,,,32.348117,-84.982422,0.9,nearest_street,2869,Way St,,,Fort Benning,GA,Chattahoochee County,31905,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13053,Cusseta-Chattahoochee County,1321017,20201,,,13053020201,"Columbus, GA-AL",17980,metropolitan,"Columbus-Auburn-Opelika, GA-AL",194,,,,,,
3669,KMCN,medium_airport,Middle Georgia Regional Airport,32.69279861,-83.64920044,354,NA,US,US-GA,Macon,yes,KMCN,MCN,MCN,,https://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport,,,32.69824,-83.640969,1,nearest_street,8043,US Hwy 129,,,Macon,GA,Bibb County,31216,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13021,Macon-Bibb County,1349008,13502,1051,1,1.3021E+14,"Macon-Bibb County, GA",31420,metropolitan,"Macon-Bibb County--Warner Robins, GA",356,,,,,,
3680,KMGE,large_airport,Dobbins Air Reserve Base,33.91540146,-84.51629639,1068,NA,US,US-GA,Marietta,no,KMGE,MGE,MGE,http://www.dobbins.afrc.af.mil/,https://en.wikipedia.org/wiki/Dobbins_Air_Reserve_Base,"Rickenbacker Field, Marietta AAF, Marietta AFB, Dobbins AFB",,33.921268,-84.519467,0.93,nearest_street,2,Lake Cir,,,Marietta,GA,Cobb County,30069,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13067,,,31001,2037,2,1.3067E+14,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
3767,KPDK,medium_airport,DeKalb Peachtree Airport,33.87559891,-84.30200195,1003,NA,US,US-GA,Atlanta,no,KPDK,PDK,PDK,http://web.co.dekalb.ga.us/pdkairport/index.asp,https://en.wikipedia.org/wiki/DeKalb-Peachtree_Airport,,,33.876852,-84.301986,0.98,rooftop,2000,Airport Rd,,,Atlanta,GA,DeKalb County,30341,US,Dekalb,2019,13,13089,Chamblee,1315172,21204,3011,3,1.3089E+14,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
3851,KRMG,medium_airport,Richard B Russell Airport,34.3506012,-85.15799713,644,NA,US,US-GA,Rome,no,KRMG,RMG,RMG,http://www.romefloyd.com/EconomicDevelopment/Airport/tabid/306/Default.aspx,https://en.wikipedia.org/wiki/Richard_B._Russell_Airport,Towers Field,,34.352156,-85.164092,0.94,nearest_street,307,Russell Field Rd NE,,,Rome,GA,Floyd County,30165,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13115,,,201,2004,2,1.3115E+14,"Rome, GA",40660,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
20981,KRYY,medium_airport,Cobb County-Mc Collum Field,34.01319885,-84.59860229,1040,NA,US,US-GA,Atlanta,no,KRYY,,RYY,,https://en.wikipedia.org/wiki/Cobb_County_Airport,,,34.010517,-84.599266,0.96,nearest_street,1799,Grist Lake Rd,,,Kennesaw,GA,Cobb County,30144,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13067,,,30229,1015,1,1.3067E+14,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,NA,US,US-GA,Savannah,yes,KSAV,SAV,SAV,,https://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,,,32.125264,-81.195111,0.93,nearest_street,1375,Bob Harmon Rd,,,Savannah,GA,Chatham County,31408,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13051,Savannah,1369000,10700,1290,1,1.3051E+14,"Savannah, GA",42340,metropolitan,"Savannah-Hinesville-Statesboro, GA",496,,,,,,
3902,KSSI,medium_airport,St Simons Island Airport,31.1518,-81.391296,19,NA,US,US-GA,St Simons Island,no,KSSI,SSI,SSI,http://www.goldenisles.com/listing/mckinnon-st-simons-island-airport,https://en.wikipedia.org/wiki/Malcolm_McKinnon_Airport,"Malcolm McKinnon, NAS St. Simons Island, Brunswick",,31.151616,-81.39121,1,rooftop,690,Skylane Rd,,,Saint Simons Island,GA,Glynn County,31522,US,Glynn,2019,13,13127,St. Simons,1368040,102,1007,1,1.3127E+14,"Brunswick, GA",15260,metropolitan,,,,,,,,
3910,KSVN,medium_airport,Hunter Army Air Field,32.00999832,-81.14569855,41,NA,US,US-GA,Savannah,no,KSVN,SVN,SVN,http://www.stewart.army.mil/units/home.asp?id=186,https://en.wikipedia.org/wiki/Hunter_Army_Airfield,,,32.002884,-81.142658,0.93,nearest_street,582,W Montgomery Xrd,,,Savannah,GA,Chatham County,31406,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13051,Savannah,1369000,4207,2000,2,1.3051E+14,"Savannah, GA",42340,metropolitan,"Savannah-Hinesville-Statesboro, GA",496,,,,,,
3943,KVAD,medium_airport,Moody Air Force Base,30.96780014,-83.19300079,233,NA,US,US-GA,Valdosta,no,KVAD,VAD,VAD,http://www.moody.af.mil/,https://en.wikipedia.org/wiki/Moody_Air_Force_Base,,,30.970592,-83.198617,0.94,nearest_street,8206,Apron A Rd,,,Valdosta,GA,Lowndes County,31699,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13185,Moody AFB,1352556,10102,4019,4,1.3185E+14,"Valdosta, GA",46660,metropolitan,,,,,,,,
3946,KVLD,medium_airport,Valdosta Regional Airport,30.78249931,-83.27670288,203,NA,US,US-GA,Valdosta,yes,KVLD,VLD,VLD,,https://en.wikipedia.org/wiki/Valdosta_Regional_Airport,,,30.78344,-83.270251,0.94,nearest_street,2627,Madison Hwy,,,Valdosta,GA,Lowndes County,31601,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13185,Valdosta,1378800,11402,1013,1,1.3185E+14,"Valdosta, GA",46660,metropolitan,,,,,,,,
3951,KWRB,large_airport,Robins Air Force Base,32.64009857,-83.59190369,294,NA,US,US-GA,Warner Robins,no,KWRB,WRB,WRB,http://www.robins.af.mil/,https://en.wikipedia.org/wiki/Robins_Air_Force_Base,,,32.645904,-83.58237,0.92,nearest_street,526,East Dr,,,Warner Robins,GA,Houston County,31098,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13153,,,20600,2047,2,1.3153E+14,"Warner Robins, GA",47580,metropolitan,"Macon-Bibb County--Warner Robins, GA",356,,,,,,
45999,US-0086,medium_airport,Jim's Private Airport,33.59790039,-84.14440155,890,NA,US,US-GA,Conyers,no,,,,,,,,33.59637,-84.145037,0.97,nearest_street,4860,Cook Rd SW,,,Stockbridge,GA,Rockdale County,30281,US,TIGER/Line® dataset from the US Census Bureau,2019,13,13247,,,60403,3002,3,1.32471E+14,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,,,,
5441,PHBK,medium_airport,Barking Sands Airport,22.02280045,-159.7850037,23,NA,US,US-HI,Kekaha,no,PHBK,BKH,BKH,,https://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility,"Pacific Missle Range Facility Barking Sands, Kauai",,22.011379,-159.77777,0.9,nearest_street,1109,S Sidewinder Rd,,,Kekaha,HI,Kauai County,96752,US,TIGER/Line® dataset from the US Census Bureau,2019,15,15007,,,40900,1055,1,1.5007E+14,"Kapaa, HI",28180,micropolitan,,,,,,,,
