id,ident,type,name,Latitude,Longitude,elevation_ft,continent,iso_country,State,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
18717,K3M2,small_airport,Double Springs/Winston County Airport,34.144501,-87.327797,753,NA,US,US-AL,Double Springs,no,,,3M2,,https://en.wikipedia.org/wiki/Double_Springs%E2%80%93Winston_County_Airport,,
18720,K3M8,small_airport,North Pickens Airport,33.38679886,-88.00659943,237,NA,US,US-AL,Reform,no,K3M8,,3M8,,,,
18760,K41A,small_airport,Reeves Airport,32.51470184,-85.87599945,326,NA,US,US-AL,Tallassee,no,K41A,,41A,,,,
18804,K4A6,small_airport,Scottsboro Municipal Word Field,34.68870163,-86.00589752,650,NA,US,US-AL,Scottsboro,no,K4A6,,4A6,,,,
18806,K4A9,small_airport,Isbell Field,34.47370148,-85.7213974,877,NA,US,US-AL,Fort Payne,no,K4A9,,4A9,,,,
18844,K4R3,small_airport,Jackson Municipal Airport,31.4720993,-87.8946991,62,NA,US,US-AL,Jackson,no,K4R3,,4R3,,,,
18845,K4R4,small_airport,H L Sonny Callahan Airport,30.460501,-87.876999,91,NA,US,US-AL,Fairhope,no,KCQF,,CQF,,https://en.wikipedia.org/wiki/H._L._Sonny_Callahan_Airport,4R4,
18848,K4R9,small_airport,Dauphin Island Airport,30.26049995,-88.12750244,5,NA,US,US-AL,Dauphin Island,no,K4R9,,4R9,,,,
18911,K5M0,small_airport,Hartselle-Morgan County Regional Airport,34.40823444,-86.93295056,628,NA,US,US-AL,Hartselle,no,5M0,,5M0,,,,
18920,K5R1,small_airport,Roy Wilcox Airport,31.45179939,-88.19450378,165,NA,US,US-AL,Chatom,no,K5R1,,5R1,,,,
18923,K5R4,small_airport,Foley Municipal Airport,30.4277,-87.700798,74,NA,US,US-AL,Foley,no,K5R4,,5R4,,https://en.wikipedia.org/wiki/Foley_Municipal_Airport,,
18944,K61A,small_airport,Camden Municipal Airport,31.97970009,-87.3391037,143,NA,US,US-AL,Camden,no,K61A,,61A,,,,
18965,K67A,small_airport,Fort Deposit Lowndes County Airport,31.97240067,-86.59159851,490,NA,US,US-AL,Fort Deposit,no,K67A,,67A,,,,
19020,K70A,small_airport,Freddie Jones Field,32.26679993,-87.7181015,161,NA,US,US-AL,Linden,no,K70A,,70A,,,,
19023,K71A,small_airport,Pine Hill Municipal Airport,31.96680069,-87.58329773,123,NA,US,US-AL,Pine Hill,no,K71A,,71A,,,,
19024,K71J,small_airport,Ozark-Blackwell Field,31.431101,-85.619202,356,NA,US,US-AL,Ozark,no,,,71J,,https://en.wikipedia.org/wiki/Blackwell_Field,,
19042,K79J,medium_airport,South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799,310,NA,US,US-AL,Andalusia/Opp,no,K79J,,79J,,https://en.wikipedia.org/wiki/Andalusia-Opp_Airport,Andalusia Opp Airport,
19044,K7A0,small_airport,Greensboro Municipal Airport,32.68149948,-87.66210175,180,NA,US,US-AL,Greensboro,no,K7A0,,7A0,,,,
19046,K7A3,small_airport,Lanett Municipal Airport,32.81200027,-85.229599,624,NA,US,US-AL,Lanett,no,K7A3,,7A3,,,,
19048,K7A5,small_airport,Roanoke Municipal Airport,33.12929916,-85.36660004,907,NA,US,US-AL,Roanoke,no,K7A5,,7A5,,,,
19049,K7A6,small_airport,Stevenson Airport,34.88629913,-85.80329895,644,NA,US,US-AL,Stevenson,no,K7A6,,7A6,,,,
19114,K8A0,small_airport,Albertville Regional Airport/Thomas J Brumlik Field,34.22909927,-86.25579834,1032,NA,US,US-AL,Albertville,no,8A0,,8A0,http://albertvilleaviation.biz/,https://en.wikipedia.org/wiki/Albertville_Regional_Airport,,
19115,K8A1,small_airport,Guntersville Municipal Joe Starnes Field,34.3993988,-86.27020264,615,NA,US,US-AL,Guntersville,no,K8A1,,8A1,,,,
19176,K9A4,small_airport,Lawrence County Airport,34.659401,-87.348801,588,NA,US,US-AL,Courtland,no,K9A4,,9A4,,https://en.wikipedia.org/wiki/Courtland_Airport,,
19213,KA08,small_airport,Vaiden Field,32.51240158,-87.38559723,225,NA,US,US-AL,Marion,no,A08,,A08,,,AL08,
19264,KAIV,small_airport,George Downer Airport,33.106499,-88.1978,150,NA,US,US-AL,Aliceville,no,KAIV,AIV,AIV,,https://en.wikipedia.org/wiki/George_Downer_Airport,,
19276,KALX,small_airport,Thomas C Russell Field,32.91469955,-85.96299744,686,NA,US,US-AL,Alexander City,no,KALX,ALX,ALX,,https://en.wikipedia.org/wiki/Thomas_C._Russell_Field,,
3378,KANB,medium_airport,Anniston Regional Airport,33.5882,-85.8581,612,NA,US,US-AL,Anniston,no,KANB,ANB,ANB,,https://en.wikipedia.org/wiki/Anniston_Metropolitan_Airport,Anniston Metropolitan,
19313,KASN,small_airport,Talladega Municipal Airport,33.56990051,-86.05090332,529,NA,US,US-AL,Talladega,no,KASN,ASN,ASN,,https://en.wikipedia.org/wiki/Talladega_Municipal_Airport,,
19325,KAUO,small_airport,Auburn University Regional Airport,32.615101,-85.433998,777,NA,US,US-AL,Auburn,no,KAUO,AUO,AUO,,https://en.wikipedia.org/wiki/Auburn-Opelika_Robert_G._Pitts_Airport,Auburn–Opelika Robert G. Pitts Field,
3403,KBFM,medium_airport,Mobile Downtown Airport,30.62680054,-88.06809998,26,NA,US,US-AL,Mobile,no,KBFM,BFM,BFM,,https://en.wikipedia.org/wiki/Mobile_Downtown_Airport,,
3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,NA,US,US-AL,Birmingham,yes,KBHM,BHM,BHM,http://www.flybirmingham.com/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),,
19441,KC22,small_airport,Centre Municipal Airport,34.15990067,-85.63510132,619,NA,US,US-AL,Centre,no,KC22,,C22,,,,
19618,KDCU,small_airport,Pryor Field Regional Airport,34.65269852,-86.94539642,592,NA,US,US-AL,Decatur,no,KDCU,DCU,DCU,,https://en.wikipedia.org/wiki/Pryor_Field_Regional_Airport,,
3489,KDHN,medium_airport,Dothan Regional Airport,31.32130051,-85.44960022,401,NA,US,US-AL,Dothan,yes,KDHN,DHN,DHN,,https://en.wikipedia.org/wiki/Dothan_Regional_Airport,,
19045,KDYA,small_airport,Demopolis Municipal Airport,32.46379852,-87.95410156,113,NA,US,US-AL,Demopolis,no,KDYA,,DYA,,,Formerly 7A2,
19726,KEDN,small_airport,Enterprise Municipal Airport,31.29969978,-85.89990234,361,NA,US,US-AL,Enterprise,no,KEDN,ETS,EDN,,https://en.wikipedia.org/wiki/Enterprise_Municipal_Airport_(Alabama),,
19729,KEET,medium_airport,Shelby County Airport,33.17699814,-86.78279877,586,NA,US,US-AL,Alabaster,no,KEET,,EET,https://al-shelbycountytourism.civicplus.com/index.aspx?nid=109,https://en.wikipedia.org/wiki/Shelby_County_Airport_(Alabama),21A,
19749,KEKY,small_airport,Bessemer Airport,33.31290054,-86.92590332,700,NA,US,US-AL,Bessemer,no,KEKY,,EKY,,https://en.wikipedia.org/wiki/Bessemer_Airport,,
19777,KEUF,small_airport,Weedon Field,31.95129967,-85.12889862,285,NA,US,US-AL,Eufaula,no,KEUF,EUF,EUF,,https://en.wikipedia.org/wiki/Weedon_Field,,
19920,KGAD,small_airport,Northeast Alabama Regional Airport,33.972599,-86.088996,569,NA,US,US-AL,Gadsden,no,KGAD,GAD,GAD,http://www.nealair.com/,https://en.wikipedia.org/wiki/Northeast_Alabama_Regional_Airport,Gadsden Municipal,
20001,KGZH,small_airport,Evergreen Regional Airport/Middleton Field,31.4158,-87.043999,259,NA,US,US-AL,Evergreen,no,KGZH,,GZH,http://www.evergreenal.org/middleton-field.html,https://en.wikipedia.org/wiki/Middleton_Field,"39J, Middleton Field",
20021,KHAB,small_airport,Marion County Rankin Fite Airport,34.11759949,-87.99819946,436,NA,US,US-AL,Hamilton,no,KHAB,HAB,HAB,,https://en.wikipedia.org/wiki/Marion_County_%E2%80%93_Rankin_Fite_Airport,,
3594,KHSV,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,NA,US,US-AL,Huntsville,yes,KHSV,HSV,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,https://en.wikipedia.org/wiki/Huntsville_International_Airport,,
3596,KHUA,medium_airport,Redstone Army Air Field,34.67869949,-86.68479919,684,NA,US,US-AL,Redstone Arsnl Huntsville,no,KHUA,HUA,HUA,,https://en.wikipedia.org/wiki/Redstone_Army_Airfield,,
20211,KJFX,small_airport,Walker County Airport-Bevill Field,33.90200043,-87.31420135,482,NA,US,US-AL,Jasper,no,KJFX,,JFX,,https://en.wikipedia.org/wiki/Walker_County_Airport,L02,
20214,KJKA,small_airport,Jack Edwards Airport,30.29050064,-87.67179871,17,NA,US,US-AL,Gulf Shores,no,KJKA,GUF,JKA,http://www.jka.us.com/,https://en.wikipedia.org/wiki/Jack_Edwards_Airport,,
20418,KM22,small_airport,Bill Pugh Field,34.445301,-87.711304,723,NA,US,US-AL,Russellville,no,,,M22,,https://en.wikipedia.org/wiki/Russellville_Municipal_Airport,Russellville Municipal,
20443,KM55,small_airport,Lamar County Airport,33.84669876,-88.1155014,463,NA,US,US-AL,Vernon,no,KM55,,M55,,,,
20466,KM95,small_airport,Richard Arthur Field,33.7122,-87.815002,357,NA,US,US-AL,Fayette,no,KM95,,M95,,https://en.wikipedia.org/wiki/Richard_Arthur_Field,,
20488,KMDQ,small_airport,Madison County Executive Airport-Tom Sharp Jr Field,34.8614006,-86.55750275,756,NA,US,US-AL,Huntsville,no,KMDQ,,MDQ,,https://en.wikipedia.org/wiki/Madison_County_Executive_Airport,M82,
3681,KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,221,NA,US,US-AL,Montgomery,yes,KMGM,MGM,MGM,http://www.flymgm.com/,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport,,
3700,KMOB,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,NA,US,US-AL,Mobile,yes,KMOB,MOB,MOB,http://www.mobairport.com/,https://en.wikipedia.org/wiki/Mobile_Regional_Airport,,
3706,KMSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,NA,US,US-AL,Muscle Shoals,yes,KMSL,MSL,MSL,,https://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport,,
20572,KMVC,small_airport,Monroe County Aeroplex Airport,31.458,-87.350996,419,NA,US,US-AL,Monroeville,no,KMVC,MVC,MVC,,https://en.wikipedia.org/wiki/Monroe_County_Airport_(Alabama),,
3716,KMXF,medium_airport,Maxwell Air Force Base,32.3829,-86.365799,171,NA,US,US-AL,Montgomery,no,KMXF,MXF,MXF,,https://en.wikipedia.org/wiki/Maxwell_Air_Force_Base,,
20632,KNBJ,small_airport,Naval Outlying Field Barin,30.38909912,-87.63529968,54,NA,US,US-AL,Foley,no,KNBJ,NHX,NBJ,,https://en.wikipedia.org/wiki/Naval_Outlying_Field_Barin,Barin NOLF,
20636,KNFD,small_airport,Summerdale Nolf Airport,30.50769997,-87.64550018,149,NA,US,US-AL,Summerdale,no,KNFD,,NFD,,,,
20642,KNHL,closed,Wolf NOLF Airport,30.3461,-87.541702,61,NA,US,US-AL,Joesphine,no,KNHL,,KNHL,,,,
20650,KNQB,small_airport,Silverhill Nolf Airport,30.56360054,-87.80970001,129,NA,US,US-AL,,no,KNQB,,KNQB,,,,
3762,KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,NA,US,US-AL,Fort Rucker/Ozark,no,KOZR,OZR,OZR,,https://en.wikipedia.org/wiki/Cairns_Army_Airfield,,
20841,KPLR,small_airport,St Clair County Airport,33.55879974,-86.24909973,485,NA,US,US-AL,Pell City,no,KPLR,PLR,PLR,http://www.plrairport.com/,https://en.wikipedia.org/wiki/St._Clair_County_Airport,,
20866,KPRN,small_airport,Mac Crenshaw Memorial Airport,31.84569931,-86.61070251,451,NA,US,US-AL,Greenville,no,KPRN,,PRN,,,,
43022,KPYP,small_airport,Centre-Piedmont-Cherokee County Regional Airport,34.089977,-85.610069,596,NA,US,US-AL,Centre,no,KPYP,,PYP,http://www.airnav.com/airport/KPYP,https://en.wikipedia.org/wiki/Centre%E2%80%93Piedmont%E2%80%93Cherokee_County_Regional_Airport,,
21042,KSCD,small_airport,Merkel Field Sylacauga Municipal Airport,33.17179871,-86.30549622,569,NA,US,US-AL,Sylacauga,no,KSCD,,SCD,,,,
21050,KSEM,small_airport,Craig Field,32.34389877,-86.9878006,166,NA,US,US-AL,Selma,no,KSEM,SEM,SEM,http://www.craigcomplex.com/,https://en.wikipedia.org/wiki/Craig_Field_(airport),,
3917,KTCL,medium_airport,Tuscaloosa Regional Airport,33.22060013,-87.61139679,170,NA,US,US-AL,Tuscaloosa,no,KTCL,TCL,TCL,http://www.tuscaloosa.com/Government/Departments/Transportation/airport,https://en.wikipedia.org/wiki/Tuscaloosa_Regional_Airport,,
21212,KTOI,medium_airport,Troy Municipal Airport at N Kenneth Campbell Field,31.860399,-86.012101,398,NA,US,US-AL,Troy,no,KTOI,TOI,TOI,http://www.troyal.gov/KTOI,https://en.wikipedia.org/wiki/Troy_Municipal_Airport,,
21452,L44,small_airport,Moundville Airport,32.96820068,-87.64060211,162,NA,US,US-AL,Moundville,no,L44,,L44,,,,
21633,LOR,heliport,Lowe AHP (Fort Rucker) Heliport,31.35580063,-85.75119781,294,NA,US,US-AL,Fort Rucker Ozark,no,KLOR,LOR,LOR,,https://en.wikipedia.org/wiki/Lowe_Army_Heliport,,
21742,M38,small_airport,Hazel Green Airport,34.91619873,-86.64689636,814,NA,US,US-AL,Hazel Green,no,M38,,M38,,,,
24381,S63,small_airport,Skyharbor Airport,32.3667984,-87.10420227,125,NA,US,US-AL,Selma,no,S63,,S63,,,,
24679,SXS,heliport,Shell Army Heliport,31.36269951,-85.84940338,400,NA,US,US-AL,Fort Rucker,no,KSXS,,SXS,,,,
45976,US-0064,small_airport,Hickory Grove STOLport,33.90169907,-85.70279694,700,NA,US,US-AL,Piedmont,no,,,,,,,
322303,US-0446,heliport,Chilton County Health Care Authority Heliport,32.880833,-86.621944,683,NA,US,US-AL,Clanton,no,5AL4,,5AL4,,,,
323161,US-0539,heliport,Resolute Forest Products Heliport,33.322434,-86.35788,417,NA,US,US-AL,Childersburg,no,,,,,,,
323166,US-0540,heliport,Foley Hospital Heliport,30.426669,-87.685113,85,NA,US,US-AL,Foley,no,3AL4,,3AL4,,,,
323171,US-0541,heliport,St Vincent's BLT Heliport,33.9299,-86.494813,810,NA,US,US-AL,Oneonta,no,4AL2,,4AL2,,,,
324676,US-0608,small_airport,Hazel Green Acres Airport,34.980471,-86.692304,908,NA,US,US-AL,Hazel Green,no,8AL7,,8AL7,,,,
325025,US-0666,heliport,Barber Marina Heliport,30.31545,-87.572375,14,NA,US,US-AL,Elberta,no,1AL9,,1AL9,,,,
325082,US-0681,heliport,Bankhead Dam Heliport,33.454822,-87.360652,376,NA,US,US-AL,Northport,no,,,4AL0,,,,
325095,US-0682,small_airport,J5 Mike Airport,34.666347,-86.222286,680,NA,US,US-AL,Woodville,no,4AL5,,4AL5,,,,
325099,US-0683,heliport,Montgomery Crew Headquarters Heliport,32.409235,-86.256073,186,NA,US,US-AL,Montgomery,no,1AL3,,1AL3,,,,
325102,US-0684,heliport,Plant Franklin Heliport,32.607531,-85.094584,523,NA,US,US-AL,Smiths Station,no,2AL0,,2AL0,,,,
325106,US-0685,small_airport,Rocky Springs Airpark,33.988596,-87.077074,649,NA,US,US-AL,Bremen,no,AL30,,AL30,,,,
325109,US-0686,small_airport,Treeo Airport,30.591805,-87.822583,130,NA,US,US-AL,Daphne,no,4AL3,,4AL3,,,,
331660,US-0883,heliport,Medical Center Barbour Heliport,31.889453,-85.156217,299,NA,US,US-AL,Eufaula,no,AL00,,AL00,,,,
328070,US-0888,closed,Lyons Airpark,34.489747,-85.793858,1220,NA,US,US-AL,Rainsville,no,,,,,,74A,
331118,US-1111,heliport,Pickens County Medical Center Heliport,33.274242,-88.089355,239,NA,US,US-AL,Carrollton,no,AL01,,AL01,,,,
332775,US-1161,small_airport,Elkwood Airpark,34.979659,-86.683974,890,NA,US,US-AL,Hazel Green,no,AL99,,AL99,,,,
6526,00AR,closed,Newport Hospital & Clinic Heliport,35.6087,-91.254898,237,NA,US,US-AR,Newport,no,,,,,,00AR,
6579,01AR,heliport,Community Hospital of De Queen Heliport,34.04729843,-94.35489655,400,NA,US,US-AR,De Queen,no,01AR,,01AR,,,,
43030,02AR,closed,Three Rivers Airport,34.822445,-92.44442,264,NA,US,US-AR,Little Rock,no,,,,,,02AR,
6698,03AR,heliport,Hscmh Heliport,34.35760117,-92.78849792,350,NA,US,US-AR,Malvern,no,03AR,,03AR,,,,
6754,04AR,heliport,Saline Memorial Hospital Heliport,34.574319,-92.586047,430,NA,US,US-AR,Benton,no,04AR,,04AR,,,,
45302,05AR,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900,NA,US,US-AR,Kingston,no,05AR,,05AR,,,,
6859,05XS,small_airport,Johnson Memorial Airport,33.07929993,-91.54319763,105,NA,US,US-AR,Wilmot,no,05XS,,05XS,,,,
6862,06AR,small_airport,Bondair Airport,35.54449844,-92.18489838,499,NA,US,US-AR,Higden,no,06AR,,06AR,,,,
6916,07AR,small_airport,Morrilton Airport,35.19449997,-92.80020142,300,NA,US,US-AR,Morrilton,no,07AR,,07AR,,,,
6964,08AR,closed,Crittenden Regional Hospital Heliport,35.142046,-90.190212,206,NA,US,US-AR,West Memphis,no,,,,,,08AR,
7016,09AR,heliport,Magnolia Hospital Heliport,33.27320099,-93.23989868,310,NA,US,US-AR,Magnolia,no,09AR,,09AR,,,,
7082,0AR0,heliport,Smh Heliport,36.18149948,-94.13710022,1352,NA,US,US-AR,Springdale,no,0AR0,,0AR0,,,,
7083,0AR1,closed,Hooterville South Airport,35.0947,-93.202003,370,NA,US,US-AR,Centerville,no,,,,,,0AR1,
7084,0AR2,small_airport,Mission Field-Marotti Memorial Airport,35.26679993,-90.35009766,217,NA,US,US-AR,Crawfordsville,no,0AR2,,0AR2,,,,
7085,0AR3,closed,Taylor's Air Strip,35.898998,-93.261001,2160,NA,US,US-AR,Deer,no,,,,,,0AR3,
7086,0AR4,heliport,Ozarks Community Hospital Heliport,36.40929,-94.46005,1251,NA,US,US-AR,Gravette,no,0AR4,,0AR4,,,Gravette Medical Center Hospital Heliport,
7087,0AR5,heliport,Rgnl Medical Center Heliport,35.83620071,-90.70179749,382,NA,US,US-AR,Jonesboro,no,0AR5,,0AR5,,,,
7088,0AR6,heliport,Ami National Park Medical Center Heliport,34.48149872,-93.03099823,547,NA,US,US-AR,Hot Springs,no,0AR6,,0AR6,,,,
7089,0AR7,closed,Yancopin Airport,33.9501,-91.181198,150,NA,US,US-AR,Watson,no,,,,,,0AR7,
7090,0AR8,heliport,Howard Memorial Hospital Heliport,33.95009995,-93.85209656,549,NA,US,US-AR,Nashville,no,0AR8,,0AR8,,,,
7091,0AR9,heliport,Eureka Springs Hospital Heliport,36.40010071,-93.74349976,1540,NA,US,US-AR,Eureka Springs,no,0AR9,,0AR9,,,,
7651,10AR,heliport,Huntsville Memorial Hospital Heliport,36.09400177,-93.74240112,1495,NA,US,US-AR,Huntsville,no,10AR,,10AR,,,,
7700,11AR,heliport,CHI St. Vincent Hospital Hot Springs Heliport,34.468846,-93.065766,558,NA,US,US-AR,Hot Springs,no,11AR,,11AR,,,St. Joseph's Mercy Heliport,
7750,12A,small_airport,Arkavalley Airport,35.17839813,-92.33540344,329,NA,US,US-AR,Conway,no,12A,,12A,,,Formerly 12AR,
45301,12AR,small_airport,Gibbons Airport,34.515444,-90.973722,178,NA,US,US-AR,Marvell,no,12AR,,12AR,,,,
7806,12XS,small_airport,Mc Croskey Field,34.95470047,-91.83719635,253,NA,US,US-AR,Butlerville,no,12XS,,12XS,,,,
7809,13AR,heliport,Jrmc Heliport,34.18759918,-92.01789856,227,NA,US,US-AR,Pine Bluff,no,13AR,,13AR,,,,
7869,14AR,small_airport,Rice-Bell Field Airport,35.05279922,-90.67500305,221,NA,US,US-AR,Forrest City,no,14AR,,14AR,,,,
7928,15AR,small_airport,Taylor Airport,34.825901,-90.543297,220,NA,US,US-AR,Brickeys,no,15AR,,15AR,,,Dawson's Airport,
7980,16AR,small_airport,Heifer Creek Ranch Airport,35.30110168,-92.57330322,730,NA,US,US-AR,Springfield,no,16AR,,16AR,,,,
8032,17AR,small_airport,Bredlow Farm Airport,34.55310059,-92.09140015,236,NA,US,US-AR,England,no,17AR,,17AR,,,,
8081,18AR,small_airport,Buck Mountain Airport,36.34420013,-93.83170319,1450,NA,US,US-AR,Eureka Springs,no,18AR,,18AR,,,,
8128,19AR,small_airport,Naylor field,35.15670013,-92.22419739,230,NA,US,US-AR,Naylor,no,19AR,,19AR,,,,
8195,1AR0,small_airport,Breckenridge Airport,35.39870071,-91.13349915,221,NA,US,US-AR,Beedeville,no,1AR0,,1AR0,,,,
8196,1AR1,small_airport,Walls Airport,34.52719879,-91.87270355,215,NA,US,US-AR,Coy,no,1AR1,,1AR1,,,,
8197,1AR2,small_airport,Taylor Airstrip,34.98680115,-91.5503006,208,NA,US,US-AR,Des Arc,no,1AR2,,1AR2,,,,
8198,1AR3,closed,Bob Norman Airstrip,34.973202,-91.526001,208,NA,US,US-AR,Des Arc,no,,,,,,1AR3,
8199,1AR4,closed,Foggy River Airport,36.017899,-94.018402,1240,NA,US,US-AR,Elkins,no,,,,,,1AR4,
8200,1AR5,small_airport,Cherokee Strip,36.29940033,-94.58470154,1194,NA,US,US-AR,Gentry,no,1AR5,,1AR5,,,,
8201,1AR6,small_airport,Diamond Bluff Airport,35.50329971,-92.19670105,1000,NA,US,US-AR,Greers Ferry,no,1AR6,,1AR6,,,,
8202,1AR7,heliport,Wadley Regional Medical Center at Hope Heliport,33.648448,-93.585337,375,NA,US,US-AR,Hope,no,1AR7,,1AR7,,,Medical Park Hospital Heliport,
8203,1AR8,closed,Flying W Air Park Inc Airport,35.325699,-94.186798,420,NA,US,US-AR,Lavaca,no,,,,,,1AR8,
8204,1AR9,small_airport,Country Air Estates Airport,34.81389999,-92,250,NA,US,US-AR,Lonoke,no,1AR9,,1AR9,,,,
8777,20AR,small_airport,Rak Airport,35.30789948,-92.32019806,660,NA,US,US-AR,Guy,no,20AR,,20AR,,,,
8823,21AR,small_airport,Skarda/Tollville Airport,34.71760178,-91.53900146,218,NA,US,US-AR,Hazen,no,21AR,,21AR,,,,
8875,22AR,heliport,Willow Creek Women's Hospital Heliport,36.13499832,-94.18530273,1194,NA,US,US-AR,Johnson,no,22AR,,22AR,,,,
8929,23AR,small_airport,Classic Airstrip,35.82590103,-90.54720306,260,NA,US,US-AR,Jonesboro,no,23AR,,23AR,,,,
8986,24AR,small_airport,Griffin Agricultural Airport,34.19810104,-90.95279694,200,NA,US,US-AR,Lundell,no,24AR,,24AR,,,,
9041,25AR,closed,Reeves Private Airport,35.930599,-91.746,600,NA,US,US-AR,Mount Pleasant,no,,,,,,25AR,
9090,26AR,small_airport,"Fly ""N"" K Airport",35.21549988,-91.80780029,400,NA,US,US-AR,Searcy,no,26AR,,26AR,,,,
9137,27AR,heliport,Nw Medical of Benton Heliport,36.33890152,-94.19000244,1277,NA,US,US-AR,Bentonville,no,27AR,,27AR,,,,
9188,28AR,small_airport,Henley Aerodrome,35.83330154,-91.4332962,377,NA,US,US-AR,Charlotte,no,28AR,,28AR,,,,
9235,29AR,heliport,Unity Health White County Medical Center Heliport,35.252507,-91.697333,273,NA,US,US-AR,Searcy,no,29AR,,29AR,,,,
9307,2AR0,small_airport,Bully Henry Airport,34.86809921,-91.97429657,245,NA,US,US-AR,Lonoke,no,2AR0,,2AR0,,,,
9308,2AR1,closed,Seratt Airport,36.292099,-94.095299,1305,NA,US,US-AR,Rogers,no,,,,,,2AR1,
9309,2AR2,small_airport,Davidson Field,36.01520157,-91.79660034,835,NA,US,US-AR,Sage,no,2AR2,,2AR2,,,,
9310,2AR3,heliport,Stone County Medical Center Heliport,35.85620117,-92.082901,765,NA,US,US-AR,Mountain View,no,2AR3,,2AR3,,,,
9311,2AR4,closed,Jaynes Field,35.6707,-90.527802,212,NA,US,US-AR,Trumann,no,,,,,,2AR4,
9312,2AR5,small_airport,Ashmore Field,36.3830986,-94.29389954,1362,NA,US,US-AR,Centerton,no,2AR5,,2AR5,,,,
9313,2AR6,small_airport,Glenn Winchester Airport,33.88180161,-93.92849731,365,NA,US,US-AR,Mineral Springs,no,2AR6,,2AR6,,,,
9314,2AR7,small_airport,Head Airfield,33.84909821,-93.47910309,441,NA,US,US-AR,Prescott,no,2AR7,,2AR7,,,,
9315,2AR8,closed,L C Hickman Airport,36.352798,-94.333097,1380,NA,US,US-AR,Centerton,no,,,,,,2AR8,
9316,2AR9,heliport,Island Health Clinic Heliport,36.45500183,-93.7193985,1547,NA,US,US-AR,Holiday Island,no,2AR9,,2AR9,,,,
9908,30AR,small_airport,Phalanx Airport,35.54436111,-92.0561676,584,NA,US,US-AR,Greers Ferry,no,30AR,,30AR,,,,
9950,31AR,heliport,Van Buren County Memorial Hospital Heliport,35.57590103,-92.45349884,700,NA,US,US-AR,Clinton,no,31AR,,31AR,,,,
9991,32AR,heliport,Stuttgart Memorial Hospital Heliport,34.517778,-91.559722,193,NA,US,US-AR,Stuttgart,no,32AR,,32AR,,,,
10034,33AR,small_airport,Skypoint Estates Airport,35.60219955,-92.14250183,547,NA,US,US-AR,Greers Ferry,no,33AR,,33AR,,,,
10079,34AR,small_airport,Woodbridge Field,35.58110046,-90.38529968,215,NA,US,US-AR,Marked Tree,no,34AR,,34AR,,,,
10125,35AR,closed,Black Horse Landing Ultralightport,36.3564,-93.686302,1207,NA,US,US-AR,Eureka Springs,no,,,,,,35AR,
10173,36AR,small_airport,David Stanley Memorial Airport,35.20640182,-91.31890106,200,NA,US,US-AR,Gregory,no,36AR,,36AR,,,,
10216,37AR,closed,Beech Creek Airport,33.182499,-91.628304,175,NA,US,US-AR,Hamburg,no,,,,,,37AR,
10264,38AR,small_airport,Williams Field,36.11880112,-94.46820068,1150,NA,US,US-AR,Siloam Springs,no,38AR,,38AR,,,,
10314,39AR,small_airport,Twin Cities Airport,35.41719818,-94.32640076,410,NA,US,US-AR,Van Buren,no,39AR,,39AR,,,,
10380,3AR0,small_airport,Frost Flying Inc Airport,34.821512,-90.846521,240,NA,US,US-AR,Marianna,no,3AR0,,3AR0,,,,
10381,3AR1,heliport,Pine Mountain Heliport,36.41059875,-92.66329956,800,NA,US,US-AR,Yellville,no,3AR1,,3AR1,,,,
10382,3AR2,small_airport,Ridgeway Field,36.32009888,-93.20159912,1400,NA,US,US-AR,Harrison,no,3AR2,,3AR2,,,,
10383,3AR3,small_airport,Cypress Creek Airport,35.05960083,-92.08200073,280,NA,US,US-AR,Cabot,no,3AR3,,3AR3,,,,
10384,3AR4,small_airport,Four Mile Creek Ranch Airport,35.00569916,-92.07740021,500,NA,US,US-AR,Cabot,no,3AR4,,3AR4,,,,
10385,3AR5,small_airport,Tripp Strip,35.11790085,-91.61190033,210,NA,US,US-AR,Griffithville,no,3AR5,,3AR5,,,,
10386,3AR6,small_airport,Crystal Ridge Airport,34.72859955,-92.5164032,500,NA,US,US-AR,Little Rock,no,3AR6,,3AR6,,,,
10387,3AR7,small_airport,Taylor Field,36.28779984,-94.18669891,1315,NA,US,US-AR,Lowell,no,3AR7,,3AR7,,,,
10388,3AR8,small_airport,River Acres Airport,35.472329,-91.96302,260,NA,US,US-AR,Heber Springs,no,3AR8,,3AR8,,,,
